TICKER,RSI,STOCH,SHARPE,TREYNOR,P/VL
RXDX,73.06,66.85,0.66,74.23,3.82
RXN,49.02,27.72,1.68,31.41,0.36
RXRA,35.7,50.29,0.86,29.11,1.39
RXRX,48.66,38.18,1.37,47.06,2.91
RXT,67.99,43.88,1.53,59.83,2.35
RY,66.14,41.04,1.73,55.85,3.6
RYAAY,90.87,21.7,0.29,64.41,0.43
RYAM,67.2,17.94,0.68,50.82,2.5
RYB,41.69,17.35,0.69,10.77,0.61
RYI,92,76.34,0.2,37.37,2.86
RYN,63.41,24.57,0.97,46.81,0.44
RYTM,70.42,49.59,1.75,55.89,1.67
RZLT,76.93,32.42,1.79,59.19,3.8
SA,92.57,94.9,1.28,77.23,1.24
SABR,82.65,10.2,1.55,27.37,1.73
SACH,51.51,14.88,1.68,78.16,1.52
SACQ,81.62,88.32,1.57,29.85,2.48
SAFE,20.02,69.11,0.65,81.2,3.99
SAFM,64.51,24.43,0.33,77.62,3.88
SAFO,74.1,94.06,0.2,41.19,3.23
SAFT,50.38,36.63,1.17,80.89,2.38
SAGE,34.47,51.89,0.1,56.89,0.26
SAH,99.88,30.83,1.65,79.95,2.7
SAIA,79.66,60.82,0.7,53.89,1.69
SAIC,56.36,38.63,0.42,52.39,2.64
SAII,30.81,43.49,1.11,73.63,2.08
SAIL,47.86,49.04,1.37,94.7,2.96
SAL,85.68,68.75,0.35,18,3.59
SALM,25.09,11.93,1.76,65.15,0.77
SAM,70.61,46.38,1.05,15,1.73
SAMA,36.84,67.65,1.99,41.81,0.66
SAMG,50.66,25.76,1.46,47.01,1.37
SAN,96.91,69.09,0.5,48.03,1.52
SANA,43.21,89.9,0.64,23.76,3.65
SAND,10.54,93.83,0.61,42.45,1.68
SANM,87.47,30.35,0.78,71.83,1.92
SANW,35.07,58.87,1.07,17.97,1.18
SAP,42.89,88.43,0.82,74.55,2.27
SAR,13.83,26.79,1.59,88,0.62
SASR,95.65,36.71,1.29,79.37,3.73
SATS,82.57,73.72,1.66,46.57,3.93
SAVA,29.14,53.89,0.43,75.35,2.74
SAVE,69.08,46.45,1.63,91.12,2.96
SB,16.61,92.63,1.63,54.73,1.04
SBAC,41.3,84,1.98,99.75,2.97
SBBP,95.92,89.81,0.03,33.75,3.92
SBCF,17.92,75.36,1.2,40.68,3.05
SBEA,83.29,73.07,0.71,99.71,1.86
SBFG,43.6,14.8,0.3,11.29,2.77
SBG,69.62,79.27,0.45,26.78,1.99
SBGI,47.72,44.99,1.62,87.82,1.01
SBH,51.09,72.85,1.93,28.12,2.27
SBII,59.52,77.12,1.94,42.76,0.31
SBLK,36.57,51.45,1.2,71.72,2.17
SBNY,65.85,16.5,1.97,48.34,1.65
SBOW,46.71,60.61,0.76,36.34,1.48
SBR,73.02,56.79,0.18,72.2,2.42
SBRA,40.38,81.48,2,99.94,1.44
SBRCY,46.72,25.01,1.18,85.15,2.21
SBS,34.93,78.98,0.64,66.84,1.46
SBSAA,35.82,65.8,0.89,11.03,1.68
SBSI,62.5,79.5,0.53,20.1,0.91
SBSW,47.53,16.88,0.83,46.43,3.8
SBT,18.86,82.75,1.37,38.84,1.96
SBTX,29.4,76.32,2,39.72,1.55
SBUX,94.36,48.49,1.21,17.83,2.28
SC,87.6,74.37,1.14,59.56,2.38
SCAC,93.35,42.74,0.68,63.23,0.22
SCAQ,48.36,39.53,1.71,85.61,2.46
SCCO,15.21,68.72,1.6,24.52,0.34
SCHL,54.97,34.46,1.1,99.57,1.34
SCHN,61.67,32.27,0.57,12,0.47
SCHW,25.12,86.09,0.22,19.16,1.83
SCI,16.76,83.38,1.48,21.29,1.28
SCIB,14.93,45.5,0.47,35.92,2.71
SCIC,33.06,86.76,0.65,17.81,0.83
SCIT,47.78,24.8,1.49,24.78,3.08
SCKT,11.1,31.02,1.54,80.98,3.06
SCL,51.55,21.65,1.28,48.41,0.26
SCLE,24.96,40.56,0.54,37.17,0
SCM,18.45,87.97,1.76,18.07,2.59
SCOA,66.96,69.22,1.47,75.64,3.44
SCOB,62.68,38.47,1.27,86.2,1.39
SCON,89.66,25.26,0.61,24.1,3.66
SCOR,32.08,27.64,0.7,83.43,2.95
SCPE,48.09,69.51,1.96,92.72,2.08
SCPH,82.66,46.33,0.47,87.78,2.89
SCPL,41.63,98.66,0.02,44.81,2.65
SCPS,75.2,12.6,0.45,46.41,0.71
SCR,77.54,85.65,0.35,12.3,3.1
SCS,82.76,46.83,1.73,11.99,3.53
SCSC,60.11,48.14,1.5,14.16,2.07
SCTY,63.37,76.96,1.76,49.44,0.79
SCU,26.13,91.69,0.82,11.32,3.89
SCVL,83.63,11.4,1.66,74.3,3.15
SCVX,12.83,35.58,1.44,48.59,3.62
SCWX,38.57,38.44,0.89,44.8,0.45
SCX,97.21,65.79,0.66,96.58,2.75
SCYX,74.16,95.84,1.53,73.9,0.57
SD,25.85,18.94,1.16,15.31,2.11
SDAC,61.59,75.21,0.37,68.11,0.29
SDC,24.38,46.2,1.66,96.2,1.91
SDGR,74.61,17.28,0.7,57.63,0.91
SDH,65.65,99.81,1.25,43.51,1.33
SDHI,28.71,73.52,0.22,69.48,1.29
SDPI,84.08,93.08,0.47,41.56,1.72
SDRLF,74.11,26.32,0.65,80.75,3.3
SE,44.34,88.81,1.42,16.69,2.9
SEAC,66.71,36.77,0.39,27.01,3.72
SEAH,56.48,54.69,1.08,87.86,3.65
SEAS,66.89,58.34,1.4,89.79,2.86
SEB,17.45,22.11,0.67,69.28,0.31
SECO,32.3,11.85,0.71,70.82,2.79
SEDA,95.98,51.94,0.99,71.49,1.36
SEDG,30.03,35.21,0.95,68.66,0.33
SEE,59.74,93.97,1.52,84.83,1.81
SEED,11.49,29.3,0.27,48.83,0.76
SEEL,63.38,96.28,1.14,37.03,2.55
SEER,94.18,40.17,1.43,15.83,2.97
SEGR,66.67,61.35,0.38,70.82,0.82
SEIC,48.06,26.39,0.16,39.85,0.09
SELB,16.85,89.18,0.79,31.61,3.74
SELF,51.52,59.25,0.7,77.36,0.74
SEM,76.81,49.9,1.79,58.76,1.68
SEMR,99.98,91.7,0.9,59.74,1.64
SENEA,49.5,37.61,1.72,92.69,2.55
SENEB,33.52,90.07,0.78,46.4,1.79
SENR,87.14,69.61,1.56,81.86,2.47
SENS,70.17,25.34,0.48,51.81,3.23
SEPG,42.52,76.17,0.73,37.47,2.59
SESN,38.53,17.73,1.16,66.93,3.63
SF,97.99,53.68,0.79,23.88,0.94
SFBC,88.97,47.73,0.46,14.51,0.16
SFBS,86.21,25.32,1.25,69.43,2.41
SFE,83.4,66.6,0.29,67.8,3.45
SFET,44.58,23.05,0.56,31.11,2.28
SFIX,53.04,86.05,1.18,64.4,0.6
SFL,60.68,74.42,0.45,17.5,2.77
SFM,32.63,63.78,0.61,74.6,1.21
SFNC,89.38,87.2,0.8,65.29,3.07
SFST,50.75,93.13,1.77,89.82,0.62
SFT,42.72,88.84,1.02,34.26,0.05
SFTBY,70.07,99.72,0.6,49.65,3.71
SFTW,21.61,82.04,0.47,89.22,1.93
SFUN,35.19,43.09,1.33,59.73,3.8
SGA,41.23,33.91,0.48,56.37,2.17
SGAM,90.99,61.55,0.9,79.46,3.26
SGBX,93.46,86.08,1.23,88.49,1.52
SGC,77.98,50.5,1.53,61.78,1.17
SGEN,35.24,35.3,1.53,56.14,0.94
SGFY,65.71,53.69,0.23,51.88,2.55
SGH,82.28,12.61,1.48,14.97,3.37
SGLB,67.61,80.75,0.17,50.77,2.47
SGMA,47.58,20.01,0.74,36.76,0.03
SGMO,52.65,84.85,0.54,67.34,3.23
SGMS,15.25,17.52,1.69,38.35,1.16
SGMT,60.43,77.82,1.09,82.61,1.77
SGOC,66.79,34.09,0.78,77.65,3.21
SGRP,20.45,91.55,1.84,44.47,1.16
SGRY,28.55,37.48,0.55,24.91,1.49
SGTX,94.81,13.33,1.14,17.95,3.19
SGU,12.94,63.92,0.15,19.09,1.34
SHAC,11.29,24.75,1.59,49.66,2.34
SHAK,52.9,41.02,0.56,31.98,2.76
SHBI,56.43,36.09,0.66,57.2,3.59
SHC,63.65,84.33,1.13,66.46,1.82
SHCA,57.45,78.03,1.27,48.11,3.31
SHEN,12.17,83.64,0.09,33.96,2.99
SHG,38.63,48.9,0.72,20.76,0.28
SHI,86.62,61.43,1.47,35.9,3.91
SHIP,71.17,41.3,2,86.36,1.95
SHLOQ,91.19,20.08,0.22,17.81,3.96
SHLS,74.92,89.46,1.91,26.19,1.2
SHLX,17.69,25.87,1.86,57.31,0.26
SHO,80.81,39.84,0.09,58.5,1.05
SHOO,36.7,22.4,0.12,13.59,1.41
SHOP,23.76,13.69,2,30.07,2.22
SHQA,98.51,54.67,1.84,59.81,3.58
SHSP,13.33,98.53,1.13,12.81,2.43
SHW,38.6,67.22,0.67,67.17,3.1
SHWZ,10.24,46.96,0.68,25.16,2.92
SHYF,66.9,69.47,0.49,38.35,0.58
SI,94.11,56.88,1.05,26.63,0.7
SIAF,48.51,39.03,1.89,17.92,0.26
SIBN,58.14,58.75,0.99,29.43,1.67
SIC,21.96,46.62,1.58,24.41,2.48
SID,11.64,28.79,0.79,12.69,0.38
SIEB,31.71,60.99,1.12,46.88,3.02
SIEGY,13.98,28.28,1.98,74.95,2.79
SIEN,79.83,18.4,1.12,77.9,1.63
SIER,21.81,60.11,0.76,32.15,3.78
SIF,61.32,90.49,1.3,10.65,2.8
SIFY,15.32,69.09,0.86,89.1,2.93
SIG,47.9,35.32,1.06,74.88,1.28
SIGA,40.91,21.28,1.31,36.79,0.47
SIGI,34.55,33.76,0.15,89.25,0.68
SII,14.45,23.68,0.59,22.02,2.25
SILC,94.67,53.57,0.06,10.58,0.41
SILK,38.15,22.48,1.9,90.54,2.84
SILV,10.99,91.12,0.54,75.33,1.08
SIM,15.91,86.36,1.84,71.74,2.04
SIMO,81.3,56.72,0.65,73.05,3.74
SIMP,28.01,71.84,0.09,72.58,0.27
SINA,84.93,90.17,0.84,22.89,2.48
SINO,64.9,14.73,0.19,62.83,0.19
SINT,88.7,19.39,0.47,79.13,0.58
SIOX,93.99,15.74,1.21,15.66,1.35
SIRI,63.76,32.8,1.01,79.65,1.32
SITC,29.13,77.68,0.23,31.18,1.49
SITE,86.85,72.28,0.98,47.07,2.16
SITM,99.89,86.76,1.15,55.48,0.39
SIVB,23.83,62.09,1.01,97.11,0.86
SIX,83.23,39.04,1.35,63.07,3.05
SJ,62.28,50.23,1.81,45.51,1.69
SJI,15.41,17.22,1.38,61.19,3.75
SJM,82.91,69.64,0.37,27.35,3.32
SJR,97.54,91.26,1.32,27.73,0.31
SJT,89.61,76.98,0.82,98.52,1.5
SJW,32.63,56.45,0.26,91.34,0.7
SKAS,80.02,64.21,0.91,37.56,3.96
SKIN,19.28,91.82,1.6,82.92,1.74
SKLZ,12.88,16.65,1.58,34.36,3.78
SKM,88.02,26.3,1.32,62.46,3.71
SKT,78.88,68.73,0.95,16.22,1.42
SKVI,21.27,37.68,0.23,44.24,0.39
SKX,67.66,15.48,0.27,75.56,3.39
SKY,96.5,52.02,1.76,16.21,1
SKYA,38.93,80.47,0.18,99.53,2.68
SKYE,66.22,54.03,0.47,32.1,3.12
SKYT,89.95,56.49,1.82,26.6,0.33
SKYW,54.16,50.54,1.85,58.93,2.95
SLAB,93.39,61.43,0.49,84.8,1.34
SLAC,61.96,80.96,1.56,27.51,0.94
SLAM,22.31,23.9,0.69,91.34,3.79
SLB,78.15,18.4,1.13,48.85,0.48
SLCA,79.55,98.16,0.2,89.9,0.59
SLCR,19.51,92.75,1.92,90.81,1.81
SLCT,36.39,99.09,0.18,87.27,3.72
SLDB,77.47,36.68,0.67,28.2,0.26
SLF,94.1,65.35,1.14,25.82,3.88
SLG,98.86,82.93,1.22,41.28,2.39
SLGG,54.66,25.77,1.96,74.8,0.32
SLGL,95.19,26.45,1.61,33.61,1.87
SLGN,21.68,32.42,0.89,77.87,0.54
SLM,18.29,16.69,1.54,30.36,2.51
SLN,62.27,39.65,1.4,40.63,3.34
SLNG,65.51,17.98,1.96,42.47,0.48
SLNM,50.26,73.49,1.78,58.26,4
SLNO,32.86,50.67,0.37,48.21,0.87
SLP,56.37,23.05,0.75,73.42,3.15
SLQT,69.7,52.62,0.21,64.72,1.02
SLRC,31.95,86.44,0.11,86.12,3.88
SLRX,40.53,58.02,1.6,73.27,2.04
SLS,39.8,67.21,0.68,80.04,1.06
SLVR,80.43,49.59,0.79,63.38,1.19
SM,12.46,67.11,1.63,48.25,2.63
SMAR,45.27,23.08,0.34,37.04,2.67
SMBC,38.99,63.26,1.35,75.66,1.85
SMBK,61.74,95.99,0.62,26.88,2.54
SMCI,22.31,30.94,1.93,73.2,0.36
SMDM,21.35,19.22,1.27,17.82,0.35
SMED,33.43,20.11,0.28,83.16,1.7
SMFG,76.87,76.64,0.87,56.99,2.28
SMG,14.44,67.7,1.6,36.87,1.13
SMGI,31.15,13.25,0,39.59,3.87
SMHI,12.89,67.35,1.66,78.85,0.49
SMID,37.99,97.74,1.63,40.08,3.45
SMIH,89.92,80.05,0.13,48.81,2.69
SMIT,75.77,60.11,1.44,19.49,2.16
SMLP,95.77,50.25,0.56,86.33,2.83
SMLR,22.69,76.27,1.62,89.54,3.67
SMME,39.35,94.47,1.05,61.38,1.97
SMMF,95.19,14.77,0.57,29.22,2.01
SMMT,42.18,86.95,1.63,38.59,2.73
SMP,73.08,70.02,0.94,28.76,2.38
SMPL,10.77,11.32,1.26,37.13,0.81
SMSI,81.65,93.61,0.62,34.29,3
SMTC,98.08,22.76,0.38,21.22,2.18
SMTI,23.64,53.96,1.17,62.61,1.87
SMTS,84.37,62.97,0.78,20.72,0.16
SMTX,31.52,15.9,2,70.97,3.7
SMWB,73.23,54.1,1.85,25.39,0.41
SMXT,94.4,23.13,1.78,39.72,3.59
SNA,46.41,72.35,0.07,14.59,3.11
SNAP,49,85.19,0.31,21.14,1.24
SNBR,39.46,79.41,0.35,64.29,2.95
SNCR,92.56,37.05,1.86,78.25,1.98
SNCY,99.72,39.41,1.86,40.1,3.22
SND,50.08,92.99,1.49,29.17,2.76
SNDD,64.68,90.26,1.54,62.09,2.1
SNDEQ,52.93,71.18,1,81.44,0.66
SNDL,32.21,54.35,1.04,77.77,1.96
SNDR,21.18,100,1.11,35.53,2.9
SNDX,77.15,73.86,0.11,54.98,2.87
SNES,97.13,96.46,1.13,90.06,1.83
SNEX,32.59,80.69,1.13,10.11,0.19
SNFCA,41.17,37.87,1.49,63.89,1.87
SNGX,42.22,55.99,1.88,50.25,1.87
SNII,16.76,37.98,0.04,27.96,0.66
SNMP,62.47,51.35,1.71,21.25,0.95
SNN,17.41,93.27,0.32,60.74,3.56
SNOA,35.67,77.95,0.47,83.28,0.91
SNOW,72.2,12.33,0.02,73.22,1.46
SNP,21.6,71.53,1.79,65.59,2.35
SNPR,96.99,37.04,0.76,11,0.33
SNPS,57.98,63.05,1.49,66.2,3.32
SNR,98.31,94.49,1.29,13.53,3.63
SNRH,60.49,19.63,1.11,21.39,0.94
SNSE,18.36,96.29,0.87,95.4,1.02
SNTG,18.95,28.8,0.61,41.9,3.41
SNV,51.74,54.24,1.17,97.36,1.1
SNX,59.15,84.55,1.31,55.29,1.25
SNY,56.18,61.82,0.73,36.54,3.61
SO,94.41,73.25,1.58,49.49,0.11
SOAC,61.55,55.28,0.36,92.05,1.93
SOFO,83.68,33.69,1.58,13.63,3.34
SOFT,42.01,81.22,1.75,41.91,0.55
SOGO,21.45,22.34,1.45,98.59,3.81
SOHO,84.35,63.22,1.72,41.74,0.08
SOHU,37.08,83.04,0,21.63,2.35
SOI,84.14,16.21,0.8,39.99,1.58
SOL,45.32,66.83,1.12,47.37,3.5
SOLO,86.02,57.71,1.55,76.65,3.41
SOLY,95.14,66.22,1.7,90.45,0.33
SON,27.68,66.23,1.35,93.15,1.03
SONM,29.01,77.66,1.62,41.59,0.8
SONN,51.56,47.92,0.79,47.35,1.92
SONO,61.94,11.3,0.91,12.62,2.07
SONY,88,78.61,1.69,86.1,3.77
SOS,16.83,42.61,1.69,53.6,2.28
SOTK,41.47,47.46,0.51,69.37,3.1
SP,72.11,21.82,1.68,32.44,3.95
SPAQ,74.52,99.43,0.26,91.49,0.04
SPB,78.88,89.18,2,89.69,0.92
SPCB,55.66,29.69,0.94,44.65,0.02
SPCE,77.85,18.29,1.29,26.11,0.15
SPDC,30.72,12.09,1.13,17.04,1.84
SPEL,63.84,17.49,1.22,86.87,0.48
SPFI,84.56,38.48,0.73,89.76,1.72
SPFR,58.64,60.53,0.99,30.85,2.29
SPG,65.35,96.61,1.35,56.98,1.75
SPGI,51.28,10.01,1.83,22.42,0.52
SPGL,32.19,58.54,0.64,20.8,0
SPGS,61.58,83.22,1.76,94.68,1.22
SPH,17.97,32,0.42,16.38,0.3
SPHS,19.44,62.7,1.92,32.69,2.29
SPI,77.66,83.24,1.98,51.01,2.9
SPK,22.76,82.34,0.91,12.5,0.92
SPKB,91.71,95.95,1.97,66.03,3.37
SPKE,30.2,96.14,0.79,21.17,2.5
SPLK,15.98,30.44,1,94.56,0.51
SPLP,85.27,54.39,0.56,86.65,3
SPND,22.32,39.72,1.46,68.56,1.09
SPNE,11.87,47.45,0.14,41.59,2.01
SPNG,11.84,54.74,0.8,76.75,2.46
SPNS,37.64,12.47,1.67,66.44,0.69
SPNT,10.79,27.75,0.85,70.88,0.77
SPNV,79.23,94.75,1.97,79,3.98
SPOK,70.56,41,1.98,62.54,1.88
SPOT,50.47,10.38,1.73,22.93,2.09
SPOWF,73.95,30.35,1.18,91.59,3.76
SPPI,23.05,21.35,0.25,92.65,1.47
SPPJY,28.58,85.05,0.21,69.27,2.69
SPR,92.08,71.03,0.87,18.06,2.36
SPRB,59.4,49.45,1.69,67.12,1.01
SPRO,51.86,51.78,0.64,28.25,3.1
SPRQ,68.66,58.45,0.93,75.97,0.15
SPRS,10.46,67.75,1.87,29.6,1.75
SPRT,27.61,95.14,1.8,72.81,3.2
SPSC,83.88,43.82,0.43,18.95,0.84
SPT,14.55,53.25,0.66,82.32,2.36
SPTK,20.7,37.91,1.17,72.46,0.86
SPTN,86.95,70.97,0.83,68.66,0.68
SPWH,58.17,70.55,1.61,72.96,0.46
SPWR,31.92,29.25,0.13,24.34,2.6
SPXC,85.15,96.66,1.28,46.49,0.69
SQ,27.21,43.14,1.92,43.23,1.91
SQBG,46.13,79.8,1.38,25.83,0.2
SQFT,47.82,73.28,1.27,12.4,1.15
SQL,75.93,76.36,0.58,75.31,3.35
SQM,29.6,44.47,1.32,41.97,0.09
SQNS,26.82,52.81,0.39,72.16,3.21
SQSP,92.8,20.23,0.55,72.04,3.68
SQZ,10.59,39.6,1.09,31.54,1.9
SR,15.52,12.53,1.28,16.47,0.82
SRAC,51.66,54.58,1.58,32.68,3.23
SRAX,61.85,38.24,1.75,58.85,2.58
SRC,67.27,58.18,1.26,40.84,2.66
SRCE,73.79,84.67,0.95,29.08,3.29
SRCH,65.58,45.63,1.97,72.11,0.68
SRCL,74.26,19.45,1.23,63.6,2.61
SRDX,10.77,17.69,1.47,10.14,2.33
SRE,85.62,23.7,1.28,32.68,2.42
SREV,23.32,11.33,0.7,49.86,0.3
SRG,26.65,88.14,1.58,71.34,1.77
SRGA,59.19,14.58,0.24,60.97,4
SRGZ,62.04,72.54,1.75,58.08,2.89
SRI,87.04,63.79,0.41,85.31,3.81
SRL,73.34,68.36,1.54,30.57,0.98
SRLP,86.29,30.88,0.04,83.89,2.29
SRNA,82.11,45.76,1.72,95.23,1.77
SRNE,14.97,38.62,0.65,16.8,1.49
SRNG,46.4,82.28,1.85,68.76,3.69
SRPT,66.08,93.2,1.33,94.95,1.44
SRRA,67,90.54,0.69,60.82,0.73
SRRK,33.96,36.61,0.78,64.58,2.66
SRSA,70.38,96.98,0.95,72.61,1.67
SRT,17.44,48.48,1.59,58.65,0.16
SRTN,38.62,69.23,1.54,77.47,0.12
SRTS,46.59,91.27,0.45,63.74,0.31
SSAA,18.42,94.8,1.88,90.49,0.82
SSB,31.66,57.28,0.28,39.64,2.84
SSBI,73.2,48.19,1.28,86.85,3.99
SSBP,55,16.58,0.82,22.81,3.44
SSD,27.09,17.52,1.34,26.01,1.85
SSKN,18.66,47.86,0.3,20.3,1.4
SSL,37.98,96.75,1.52,78.11,0.93
SSNC,91.83,25.75,1.01,78.58,0.04
SSNLF,12.35,41.56,0.48,77.56,2.19
SSNT,69.06,81.87,1.56,80.06,1.14
SSP,18.92,87.48,1.12,34.07,1.33
SSPK,21.06,96.76,0.93,43.72,0.07
SSR,39.08,63.8,0.27,52.35,2.24
SSRM,78.82,66.6,1.12,35.36,0.35
SSSS,53.49,95.8,0.06,97.21,1.46
SSTI,90.84,74.75,1.12,96.15,2.59
SSTK,63.24,80.07,1.88,10.16,1.74
SSUMY,51.58,18.59,0.75,90.77,3.53
SSY,16.73,16.37,1.71,62.33,1.6
SSYS,40.13,52.32,0.81,56.49,3.71
ST,47.37,27.71,0.97,90.5,3.24
STAA,21.9,43.85,1.52,29.08,3.21
STAF,60.69,30.81,1.38,51.95,0.27
STAG,49.85,34.92,0.38,59.91,3.38
STAR,47.11,28.57,0.35,80.89,3.82
STAY,90.15,93.78,1.72,25.39,1.51
STBA,57.81,74.14,1.96,16.03,1.62
STC,65.3,31.63,0.03,43.5,2.73
STCN,81.66,50.99,0.32,71.15,2.46
STE,29.16,75,1.08,79.57,0.38
STEM,56.97,67.3,1.91,84.1,0.31
STEP,74.79,51.92,1.65,93.75,2.56
STFC,14.35,50,0.33,36.82,2.32
STG,91.22,65.88,0.54,99.33,0.9
STIC,99.07,35.21,1.13,64.8,3.47
STIM,50.07,23.65,0.01,52.22,0.98
STKL,30.66,36.35,0.04,32.4,2.56
STKS,27.54,87.81,1.41,70.58,3.66
STL,80.86,22.88,1.98,62.2,2.35
STLA,25.22,86.4,0.71,27.22,2.52
STLD,65,40.73,1.96,49.97,2.42
STLRA,82.84,89.7,0.62,83.69,0.74
STM,40.6,67.79,1.41,74.57,0.95
STMH,34.52,90.07,0.17,43.97,0.29
STMP,28.35,17.48,1.29,35.48,0.43
STN,99.48,46.4,1.46,43.12,0.46
STND,77,97.03,1.2,87.12,3.05
STNE,33.86,39.2,1.32,63.03,3.47
STNG,27.62,55.97,0.39,91.29,2.02
STOK,85.02,21.68,1.29,83.77,1.67
STON,30.61,48.45,0.05,50.31,2.59
STOR,12.44,79.42,0,87.62,3.39
STPC,60.47,54.19,1.94,79.03,3.15
STRA,88.36,40.3,0.99,59.42,2.52
STRE,95.66,72.39,0.52,54.02,2.56
STRI,82.68,54.84,0.93,37.9,0.41
STRL,64.92,25.37,0.73,96.13,3.56
STRM,98.22,53.08,0.63,60.62,2.89
STRO,11.61,71.35,1.09,73.03,3.06
STRR,23.7,41.92,1.7,85.88,2.38
STRS,11.49,83.8,1.3,51.49,1.22
STRT,41.46,39.55,0.05,42.21,2.13
STSA,19.45,76.58,0.38,88.17,2.19
STT,30.95,16.64,1.44,92.19,1.96
STTK,91.06,45.15,0.28,30.16,0.14
STWD,50.3,44.47,0.19,53.52,1.89
STWO,29.4,88.5,0.88,52.47,2.51
STX,84.51,14.34,0.29,36.43,1.13
STXB,52.65,96.2,1.31,83.04,0.79
STXS,64.55,20.29,0.68,36.38,2.55
STZ,93.28,97.7,1.33,79.3,1.96
SU,94.26,85.29,0.58,99.84,0.08
SUBCY,48.71,48.39,0.68,60.24,2.48
SUI,88.72,69.79,1.44,93.45,2.43
SUM,30.73,22.76,0.21,88.95,0.35
SUMO,69.13,40.43,1.93,57.89,2.7
SUMR,12.71,35.64,1.8,99.29,2.55
SUN,58.56,68.93,1.97,55.6,3.03
SUNS,15.84,31.83,0.77,92.63,2.89
SUNW,80.29,10.16,0.46,47.57,2.22
SUP,33.43,58.23,1.19,36.24,3.25
SUPN,60.44,66.13,0.53,96.52,2.08
SUPV,49.22,53.9,0.7,69.58,0.8
SURF,29.13,19.86,1.26,21.28,3.84
SUWN,71.42,74.9,0.88,94.31,0.74
SUZ,50.77,34.95,1.29,68.14,3.51
SV,72.9,92.07,1.45,44.55,0.97
SVAC,49.76,35.58,0.65,59.21,0.31
SVBI,82.4,41.15,0.94,89.43,3.3
SVBL,96.34,67.1,1.55,87.91,3.64
SVC,36.71,90.75,1.47,32.82,0.55
SVFA,45.18,75.82,0.44,12.59,1.27
SVFB,72.19,25.19,1.39,64.38,2.76
SVFC,22.24,61.06,0.34,99.91,2
SVII,11.55,20.52,0.46,55.25,1.76
SVM,26.44,60.19,0.99,46.16,2.68
SVMK,61.88,27.52,0.31,34.71,1.37
SVNI,16.04,92.18,0.74,22.81,3.6
SVOK,28.7,66.15,1.99,76.48,1.87
SVRA,80.15,18.94,0.74,69.33,2.26
SVT,20.51,96.91,0.07,74.08,2.07
SVVC,65.26,71.74,1.34,52.17,2.15
SWAG,53.21,94.6,1.15,68.23,3.44
SWAV,80.81,17.15,0.69,55.87,3.31
SWBI,71.23,96.57,0,44.7,3.3
SWBK,76.88,69.27,1.13,12.53,3.61
SWBT,97.37,56.57,1.25,89.32,0.05
SWCH,30.65,60.52,1.55,66.44,2.96
SWET,40.12,99.06,1.57,62.39,3.04
SWGC,71.26,83.69,0.45,26.2,1.18
SWI,28.96,45.23,1.78,21.71,3.38
SWIM,30.74,71.97,0.82,58.01,2.41
SWIR,16.96,99.71,1.75,71.56,3.64
SWK,74.86,69.32,1.2,48.65,0.64
SWKH,77.9,54.24,0.96,20.26,3.84
SWKS,45.86,57.32,0.37,41.83,0.72
SWM,78.29,36.28,0.12,46.25,3.41
SWN,91.97,84.2,1.44,93.53,0.99
SWSS,72.08,99.91,0.66,53.11,2
SWTX,60.86,83.65,1.15,85.8,2.74
SWX,86.3,52.36,1.75,10.35,2.15
SXC,27.87,46.8,0.37,44.36,1.45
SXI,33.62,59.67,0.79,79.9,2.02
SXT,13.15,75.73,0.3,54.49,1.12
SXTC,24.96,48.83,0.39,35.45,1.2
SXYAY,92.96,77.53,1.45,70.8,1.86
SY,61.6,53.69,1.63,79.7,2.33
SYBT,64.94,28.54,0.93,25.5,0.11
SYBX,29.9,68.92,1.27,85.28,1.46
SYEV,69.78,52.45,1.35,24.87,2.47
SYF,14.95,62.43,0.45,98.89,1.23
SYK,17.75,71.06,0.54,39.96,1.43
SYKE,43.19,60.77,0.22,49.99,0.84
SYN,82.49,86.32,1.37,33.18,1.87
SYNA,57.27,27.1,1.71,83.2,1.37
SYNC,73.58,34.1,1.81,93.4,0.32
SYNE,77.02,78.38,1.31,56.51,0.66
SYNH,96.85,39.02,1.18,21.16,3.44
SYNL,22.02,50.18,1.92,38.27,1.28
SYPR,35.89,56.52,0.54,65.12,3.63
SYRS,36.67,72.29,1.15,47.51,1.53
SYTA,48,88.66,1.91,32.17,2.31
SYX,69.82,87.8,0.65,75.53,0.74
SYY,29.44,11.46,0.15,50.22,1.85
SZZL,74.8,72.31,1.38,19.02,1.73
T,85.01,68.62,0.57,66.19,1.04
TA,37.4,37.64,1.25,40.38,3.76
TAC,71.83,95.54,1.52,98.81,0.08
TACA,78.19,19.21,1.94,25.6,1.17
TACO,10.29,62.41,1.34,50.88,1.01
TACQ,89.96,15.62,1.92,99.11,3.66
TACT,11.99,16.71,0.43,70.59,1.59
TAIT,91.76,18.42,0.89,37,3.58
TAK,14.17,77.9,1.85,79.41,1.59
TAL,18.86,86.78,1.52,13.16,1.46
TALN,22.78,11.75,0.68,52.13,3.64
TALO,69.32,57.12,0.68,49.63,1.42
TALS,57.52,79.48,0,83.21,2.73
TANH,36.31,16.26,1.4,51.42,3.07
TAOP,93.38,88.45,1.7,68.71,1.18
TAP,13.57,24.08,0.71,75.24,0.42
TARA,49.68,66.99,1.37,57.35,3.73
